device_category,duration,bytes,bytes_A,bytes_B,bytes_A_B_ratio,is_ssl,is_http,is_g_http,is_cdn_http,is_ad_http,suffix_is_unresolved,domain_is_unresolved,tcp_analysis_retransmission,tcp_analysis_lost_segment,ssl_count_certificates,ssl_count_transactions
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.5239,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.449,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4986,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4988,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4995,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4988,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4972,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4954,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4964,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,9,0,0,0
lights,1.4493,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.474,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.498,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4009,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4705,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4488,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.474,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4987,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4977,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4969,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5138,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4634,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4747,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4986,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5003,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5009,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.507,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4983,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4988,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4987,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4738,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.498,240,0,240,0.0,0,0,0,0,0,0,0,9,0,0,0
lights,1.498,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5188,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4987,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4765,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5047,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.5005,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4996,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4732,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4662,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.3988,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4985,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.5112,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4713,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4988,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5239,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4963,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4992,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,9,0,0,0
lights,1.4243,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4954,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5454,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4973,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4876,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4988,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4989,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.499,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4949,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5078,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4993,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4987,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,6,0,0,0
lights,1.4971,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.5241,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4859,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4987,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
lights,1.4991,240,0,240,0.0,0,0,0,0,0,0,0,3,0,0,0
motion_sensor,120.9956,2399,725,1674,0.433094125989172,1,0,0,0,0,0,0,9,1,0,1
motion_sensor,0.511,1309,593,716,0.828211133783333,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,2.0023,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,17,14,0,0
motion_sensor,0.6453,6367,4800,1567,3.06317609242113,1,0,0,0,0,0,0,0,0,3,1
motion_sensor,1.6283,1728,596,1132,0.526501301677295,0,1,0,0,0,0,0,2,0,0,0
motion_sensor,1.9469,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,3,3,0,0
motion_sensor,1.8036,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,13883.7199,352200,176100,176100,0.999999994321408,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,2.0566,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,5,5,0,0
motion_sensor,0.6781,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.592,2439,1139,1300,0.876153172189868,1,0,0,0,0,0,0,1,0,0,1
motion_sensor,58344.3257,1482360,741180,741180,0.9999999986508,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,394.405,11337,5525,5812,0.950619244559662,1,0,0,0,0,0,0,1,1,0,1
motion_sensor,20.9655,1979,785,1194,0.657453385717432,1,0,0,0,0,0,0,0,1,0,1
motion_sensor,1.2515,1801,953,848,1.12381942945822,0,1,0,0,0,1,1,9,7,0,0
motion_sensor,0.0332,120,60,60,0.999983333611106,0,0,0,0,0,0,0,0,0,0,0
motion_sensor,1.7177,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,2.0011,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,9,7,0,0
motion_sensor,1.6406,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1.7311,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,5,5,0,0
motion_sensor,1.7574,1442,654,788,0.829948185344943,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1.1603,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.706,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,5,4,0,0
motion_sensor,1.6329,1668,536,1132,0.473497814931259,0,1,0,0,0,0,0,1,0,0,0
motion_sensor,2.0572,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1.7705,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1.7464,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,4,4,0,0
motion_sensor,1.6069,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,0.9257,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.7243,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,2,2,0,0
motion_sensor,1.7018,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1.1403,1681,893,788,1.13324729283338,0,1,0,0,0,1,1,4,4,0,0
motion_sensor,1.9179,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1767.9848,44580,22260,22320,0.997311783274562,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,1.5559,1482,931,551,1.68965210589454,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,842.6327,22497,11225,11272,0.995830287807817,1,0,0,0,0,0,0,0,1,0,1
motion_sensor,23957.8298,610800,305400,305400,0.999999996725606,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,2.6541,2050,774,1276,0.606582596722103,0,1,0,0,0,1,1,5,4,0,0
motion_sensor,1.1755,2328,1042,1286,0.81026375562694,1,0,0,0,0,0,0,0,0,0,1
motion_sensor,58400.8742,1482960,741480,741480,0.999999998651346,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,0.6661,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,93.4606,4012,1730,2282,0.758106591539618,1,0,0,0,0,0,0,1,1,0,1
motion_sensor,1.6838,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,17,14,0,0
motion_sensor,1.7494,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,17,14,0,0
motion_sensor,0.896,6558,4866,1692,2.87588482512717,1,0,0,0,0,0,0,0,0,3,1
motion_sensor,1837.8776,46320,23160,23160,0.999999956822109,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,48488.2803,1232100,616080,616020,1.0000973978116,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,0.912,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,0.5315,1311,593,718,0.825904142194788,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,11013.7169,279771,139625,140146,0.996282441195022,1,0,0,0,0,0,0,0,0,0,1
motion_sensor,51052.5812,1299480,649740,649740,0.999999998460923,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,497.7141,14037,6845,7192,0.951751814272551,1,0,0,0,0,0,0,1,1,0,1
motion_sensor,2.7466,2709,1193,1516,0.786938794895254,0,1,0,0,0,1,1,8,0,0,0
motion_sensor,2.1998,1442,654,788,0.829948185344943,0,1,0,0,0,1,1,2,2,0,0
motion_sensor,1.8976,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,49533.995,1263359,631445,631914,0.999257808816931,1,0,0,0,0,0,0,0,1,0,1
motion_sensor,0.764,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,0.7205,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,0.6554,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.8444,1442,654,788,0.829948185344943,0,1,0,0,0,1,1,3,3,0,0
motion_sensor,0.8309,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,541.915,14939,7325,7614,0.962043477535661,1,0,0,0,0,0,0,1,1,0,1
motion_sensor,2.1005,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,17,14,0,0
motion_sensor,1.588,1482,931,551,1.68965210589454,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,0.0332,120,60,60,0.999983333611106,0,0,0,0,0,0,0,0,0,0,0
motion_sensor,82.5513,3537,1565,1972,0.793610145228121,1,0,0,0,0,0,0,1,1,0,1
motion_sensor,2.4089,1442,654,788,0.829948185344943,0,1,0,0,0,1,1,7,5,0,0
motion_sensor,1.572,1482,931,551,1.68965210589454,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.8529,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,4,4,0,0
motion_sensor,1297.2638,34257,16985,17272,0.983383453949545,1,0,0,0,0,0,0,1,1,0,1
motion_sensor,1.9202,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,2,2,0,0
motion_sensor,1.9833,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,4,4,0,0
motion_sensor,1.167,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.768,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,5,5,0,0
motion_sensor,9654.7082,250518,126933,123585,1.0270906580322,1,0,0,0,0,0,0,0,0,3,1
motion_sensor,1.0104,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.7096,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,1.0959,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,228.7635,5160,2700,2460,1.09756052944694,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,1.7736,1442,654,788,0.829948185344943,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,3633.3998,98132,50793,47339,1.07296307330186,1,0,0,0,0,0,0,0,1,3,1
motion_sensor,1.7107,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1.7473,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,7,7,0,0
motion_sensor,0.8733,1442,654,788,0.829948185344943,0,1,0,0,0,1,1,17,14,0,0
motion_sensor,1.6863,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,2,2,0,0
motion_sensor,0.8063,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,0.8799,1428,476,952,0.499999474790468,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,0.8288,1126,477,649,0.734975755045062,0,1,0,0,0,0,0,0,0,0,0
motion_sensor,2.5793,1990,714,1276,0.559560689999459,0,1,0,0,0,1,1,7,5,0,0
motion_sensor,722.206,18300,9240,9060,1.01986743710072,0,0,0,0,0,0,0,0,1,0,0
motion_sensor,1.7427,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,1,1,0,0
motion_sensor,1.7205,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,5,5,0,0
motion_sensor,1.7721,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,6,2,0,0
motion_sensor,2.3847,1382,654,728,0.898350414353826,0,1,0,0,0,1,1,2,2,0,0
